ProjectName,QuestionID,LongLabel,ShortLabel
PTE1V2P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE1V3P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE1V4P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1V5P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1V6P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1V7P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1W9D,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1X1D,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE1Z2AK,H17,,"Would you recommend this <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE201R,H17,,"Would you recommend this emergency department to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE208AK,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE212R,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE215R,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE219R,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE227S,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE228S,H17,,"Would you recommend this emergency room to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE255Q,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE263Q,H17,,"Would you recommend this emergency department to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE264Q,H17,,"Would you recommend this emergency department to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE273Q,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE275Q,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE281P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE2A5A,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE2B4B,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE2B5B,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
PTE2B9A,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE2D3A,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE2D7,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE305P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE310P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE316AF,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE320P,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes or Definitely yes?"
PTE371AP,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE372AK,H17,,"Would you recommend <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE380AO,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE386AK,H17,,"Would you recommend <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE392W,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE424R,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE431AK,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE434AB,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE440O,H17,,"Would you recommend this emergency room to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE446O,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes or Definitely yes?"
PTE448AJ,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?"
PTE453W,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes or Definitely yes?"
PTE455O,H17,,"Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?"
