SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,24707,24707,14572,H6DW,How often did the nurses or patient care staff wash their hands or use an alcohol hand rub before providing patient care?,Additional Items,Additional Items
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,24713,24713,5886,H17,Would you recommend this clinic to your friends and family?,Additional Items,Additional Items
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,22950,5669,2000,H3AT,How satisfied were you with the thoroughness and completeness of your exam and medical treatment?,Additional Items,Additional Items
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19536,14080,14080,H1DA,"In the last 12 months, when you phoned this provider's office to get an appointment for care you needed right away, how often did you get an appointment as soon as you thought you needed?",Appointment Scheduling,Appointment Scheduling
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19537,14081,14081,H1DB,"In the last 12 months, when you made an appointment for a check-up or routine care with this provider, how often did you get an appointment as soon as you thought you needed?",Appointment Scheduling,Appointment Scheduling
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19540,14084,14084,H5DD,"In the last 12 months, how often did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19550,14093,14093,H9H,"In the last 12 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?",Office Staff,Office Staff
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19551,14094,14094,H9C,"In the last 12 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?",Office Staff,Office Staff
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19548,14092,5885,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?",Overall Rating of Provider,Overall Rating of Provider
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19541,14085,5870,H3J,"In the last 12 months, how often did this provider explain things in a way that was easy to understand?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19542,14086,5869,H3O,"In the last 12 months, how often did this provider listen carefully to you?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19543,14087,14087,H3FF,"In the last 12 months, how often did this provider give you easy to understand instructions about taking care of these health problems or concerns?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19544,14088,14088,H3D,"In the last 12 months, how often did this provider seem to know the important information about your medical history?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19545,14089,14089,H3CS,"In the last 12 months, how often did this provider show respect for what you had to say?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19546,14090,14090,H3AA,"In the last 12 months, how often did this provider spend enough time with you?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19547,14091,14091,H4FC,"In the last 12 months, when this provider ordered a blood test, x-ray or other test for you, how often did someone from this office follow up to give you those results?",Provider Care/Communication,Provider Care/Communication
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19538,14082,14082,H9DA,"In the last 12 months, when you phoned this provider's office during regular office hours, how often did you get an answer to your medical question that same day?",Timeliness of Care,Timeliness of Care
37,Patient Insights - POP (12mo Phone),CG-CAHPS 12 Month,2664,105,19539,14083,14083,H9DB,"In the last 12 months, when you phoned this provider's office after regular office hours, how often did you get an answer to your medical question as soon as you needed?",Timeliness of Care,Timeliness of Care
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23233,23233,19524,Y4FC,Did someone from this provider's office follow up to give you those results?,Follow-up on Test Results,Follow-Up On Test Results
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23813,23813,19515,Y5DD,"Wait time includes time spent in the waiting room and exam room. During your most recent visit, did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23224,23224,19515,Y5DD,"During your most recent visit, did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information (C)","Getting Timely Appointments, Care, and Information (C)"
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23221,23221,19526,H9HA,"During your most recent visit, were clerks and receptionists at this provider's office as helpful as you thought they should be?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23222,23222,19527,H9CA,"During your most recent visit, did clerks and receptionists at this provider's office treat you with courtesy and respect?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23225,23225,19516,H3JA,"During your most recent visit, did this provider explain things in a way that was easy to understand?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23226,23226,19517,H3OA,"During your most recent visit, did this provider listen carefully to you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23228,23228,19519,H3FFA,"During your most recent visit, did this provider give you easy to understand information about these health questions or concerns?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23229,23229,19520,H3DA,"During your most recent visit, did this provider seem to know the important information about your medical history?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23230,23230,19521,H3CSA,"During your most recent visit, did this provider show respect for what you had to say?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23231,23231,19522,H3AAA,"During your most recent visit, did this provider spend enough time with you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
155,Patient Insights - CG-CAHPS Visit (eSurvey),CG-CAHPS Visit,2498,99,23234,23234,13660,H17ET,"On a 0 to 10 scale, how likely is it that you would recommend this provider to a family member or friend?",Willingness to Recommend (C),Willingness to Recommend (C)
25,Patient Insights - ASC,ASC,1867,0,18273,15338,5885,H30,"Using any number from 0 to 10, where 0 is the worst Center possible and 10 is the best Center possible, what number would you use to rate the Center?",OVERALL RATING OF CENTER,OVERALL RATING OF CENTER
25,Patient Insights - ASC,ASC,1867,0,18274,16008,5886,H17,Would you recommend this Center to your friends and family?,OVERALL RATING OF CENTER,OVERALL RATING OF CENTER
25,Patient Insights - ASC,ASC,1867,0,18245,16002,5869,H3O,"During this visit, did doctors listen carefully to you?",YOUR CARE FROM DOCTORS,YOUR CARE FROM DOCTORS
25,Patient Insights - ASC,ASC,1867,0,18246,16003,5870,H3J,"During this visit, did doctors explain things to you in a way you could understand?",YOUR CARE FROM DOCTORS,YOUR CARE FROM DOCTORS
25,Patient Insights - ASC,ASC,1867,0,18240,16001,5868,H3C,"During this visit, did doctors treat you with courtesy and respect?",YOUR CARE FROM DOCTORS,YOUR CARE FROM DOCTORS
25,Patient Insights - ASC,ASC,1867,0,18241,15997,5863,H2C,"During this Center visit, did the nurses treat you with courtesy and respect?",YOUR CARE FROM NURSES,YOUR CARE FROM NURSES
25,Patient Insights - ASC,ASC,1867,0,18242,15998,5864,H2O,"During this visit, did nurses listen carefully to you?",YOUR CARE FROM NURSES,YOUR CARE FROM NURSES
25,Patient Insights - ASC,ASC,1867,0,18243,15999,5865,H2J,"During this visit, did nurses explain things in a way you could understand?",YOUR CARE FROM NURSES,YOUR CARE FROM NURSES
25,Patient Insights - ASC,ASC,1867,0,18244,16000,16000,,"During this visit, were your needs met in a timely manner?",YOUR CARE FROM NURSES,YOUR CARE FROM NURSES
25,Patient Insights - ASC,ASC,1867,0,18247,16004,5876,H4AE,"During this visit, was your pain well controlled?",YOUR EXPERIENCE IN THIS CENTER,YOUR EXPERIENCE IN THIS CENTER
25,Patient Insights - ASC,ASC,1867,0,18248,16005,16005,,"During this visit, was the environment around you kept clean?",YOUR EXPERIENCE IN THIS CENTER,YOUR EXPERIENCE IN THIS CENTER
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2016,101,19300,14091,14091,H4FC,"In the last 12 months, when this provider ordered a blood test, x-ray or other test for you, how often did someone from this provider's office follow-up to give you those results?",Follow-up on Test Results,Follow-Up On Test Results
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2016,101,19291,14084,14084,H5DD,"In the last 12 months, how often did you see this provider within 15 minutes of your appointment time?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
158,Patient Insights - CG-CAHPS 12M (eSurvey+Phone),CG-CAHPS 12 Month,2016,101,19289,14082,14082,H9DA,"In the last 12 months, when you phoned this provider's office during regular office hours, how often did you get an answer to your medical question that same day?","Getting Timely Appointments, Care, and Information","Getting Timely Appointments, Care, and Information"
