,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
1379,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1380,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,
1381,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,
1382,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,
1383,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,
1384,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,
1385,2186_215,PCMH-Child,Follow-Up On Test Results,,,,H4FC,
1386,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,
1387,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,
1388,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,
1389,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,
1390,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,
1391,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,
1392,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,
1393,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,
1394,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
1395,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,
1396,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,
1397,2186_215,PCMH-Child,Access to Care,,,,H9DD,
1398,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,
1399,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,
1400,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,
1401,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,
1402,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,
1403,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,
1404,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,
1405,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,
1406,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,
1407,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,
1408,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,
1409,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,
1410,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,
1411,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,
1412,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,
1413,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1414,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,
1415,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,
1416,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,
1417,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,
1418,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,
1419,2186_215,PCMH-Child,Follow-Up On Test Results,,,,H4FC,
1420,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,
1421,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,
1422,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,
1423,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,
1424,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,
1425,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,
1426,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,
1427,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,
1428,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
1429,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,
1430,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,
1431,2186_215,PCMH-Child,Access to Care,,,,H9DD,
1432,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,
1433,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,
1434,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,
1435,2186_215,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,
1436,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,
1437,2186_215,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,
1438,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,
1439,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,
1440,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,
1441,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,
1442,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,
1443,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,
1444,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,
1445,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,
1446,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,
1447,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1448,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,
1449,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,
1450,2186_215,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,
1451,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,
1452,2186_215,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,
1453,2186_215,PCMH-Child,Follow-Up On Test Results,,,,H4FC,
1454,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,
1455,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,
1456,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,
1457,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,
1458,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,
1459,2186_215,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,
1460,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,
1461,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,
1462,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
1463,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,
1464,2186_215,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,
1465,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1466,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1467,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1468,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1469,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1470,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1471,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1472,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1473,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1474,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1475,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1476,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1477,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1478,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1479,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1480,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1481,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1482,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1483,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1484,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1485,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1486,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1487,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1488,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1489,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1490,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1491,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1492,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1493,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1494,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1495,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1496,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1497,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1498,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1499,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1500,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1501,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1502,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1503,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1504,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1505,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1506,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1507,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1508,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1509,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1510,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1511,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1512,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1513,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1514,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1515,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1516,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1517,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
1518,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1519,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1520,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1521,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1522,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1523,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
1524,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1525,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1526,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1527,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1528,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1529,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
1530,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1531,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1532,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1533,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1534,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1535,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1536,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1537,2470_134,Nursing Home,ENVIRONMENT,,h6a,,,
1538,2470_134,Nursing Home,ENVIRONMENT,,,h6aa,,
1539,1823_17,Outpatient,,Same Day Surgery,,,,
1540,1823_17,Outpatient,,Same Day Surgery,,,,
1541,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,,
1542,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,,
1543,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,,
1544,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,,
1545,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,,
1546,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,,
1547,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,,
1548,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,,
1549,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,,
1550,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,,
1551,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,,
1552,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,,
1553,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,,
1554,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,,
1555,2230_17,Outpatient,NPS,,,h17et,,
1556,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,,
1557,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,,
1558,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,,
1559,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,,
1560,2522_17,Outpatient,CARE FROM STAFF,,,h2a,,
1561,2522_17,Outpatient,CARE FROM STAFF,,,h4b,,
1562,2522_17,Outpatient,CARE FROM STAFF,,,h4nn,,
1563,2522_17,Outpatient,FACILITY,,,h6g,,
1564,2522_17,Outpatient,Additional Items,,,h7as,,
1565,2522_17,Outpatient,Additional Items,,,h7ls,,
1566,2522_17,Outpatient,Additional Items,,,h7lh,,
1567,2222_17,Outpatient,,Rehab,,,,
1568,2222_17,Outpatient,,Same Day Surgery,,,,
1569,2222_17,Outpatient,,Overall Rating of Hospital,,,,
1570,2222_17,Outpatient,,Willingness to Recommend the Hospital,,,,
1571,2222_17,Outpatient,CARE FROM STAFF,,,h4af,,
1572,2222_17,Outpatient,CARE FROM STAFF,,,h8a,,
1573,2222_17,Outpatient,CARE FROM STAFF,,,h7x,,
1574,2222_17,Outpatient,CARE FROM STAFF,,,h3,,
1575,2222_17,Outpatient,Overall Rating,,,h30,,
1576,2222_17,Outpatient,Would Recommend,,,h17,,
1577,1403_17,Outpatient,,Scheduling/Registration,,,,
1578,1403_17,Outpatient,,Care From Staff,,,,
1579,1403_17,Outpatient,,Wait Time,,,,
1580,1403_17,Outpatient,,Facility,,,,
1581,1403_17,Outpatient,,Rehab,,,,
1582,1403_17,Outpatient,,Same Day Surgery,,,,
1583,1403_17,Outpatient,Scheduling,,,h1d,,
1584,1403_17,Outpatient,Patient Care Staff,,,h4d,,
1585,1403_17,Outpatient,Patient Care Staff,,,h4am,,
1586,1403_17,Outpatient,Patient Care Staff,,,h4af,,
1587,1403_17,Outpatient,Patient Care Staff,,,h4ww,,
1588,1403_17,Outpatient,Patient Care Staff,,,h4aa,,
1589,1403_17,Outpatient,Patient Care Staff,,,h5c,,
1590,1403_17,Outpatient,Patient Care Staff,,,h2,,
1591,1403_17,Outpatient,Doctors,,,h3,,
1592,1430_17,Outpatient,,Scheduling/Registration,,,,
1593,1430_17,Outpatient,,Care From Staff,,,,
1594,1430_17,Outpatient,,Wait Time,,,,
1595,1430_17,Outpatient,,Facility,,,,
1596,1430_17,Outpatient,,Rehab,,,,
1597,1430_17,Outpatient,,Same Day Surgery,,,,
1598,1430_17,Outpatient,Scheduling,,,h1d,,
1599,1430_17,Outpatient,Patient Care Staff,,,h4d,,
1600,1430_17,Outpatient,Patient Care Staff,,,h4am,,
1601,1430_17,Outpatient,Patient Care Staff,,,h4af,,
1602,1430_17,Outpatient,Patient Care Staff,,,h4ww,,
1603,1430_17,Outpatient,Patient Care Staff,,,h4aa,,
1604,1430_17,Outpatient,Patient Care Staff,,,h5c,,
1605,1430_17,Outpatient,Patient Care Staff,,,h2,,
1606,1430_17,Outpatient,Doctors,,,h3,,
1607,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,,
1608,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,,
1609,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,,
1610,2354_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,,
1611,2354_17,Outpatient,CARE FROM STAFF,,,h4nn,,
1612,2354_17,Outpatient,CARE FROM STAFF,,,h2a,,
1613,2354_17,Outpatient,CARE FROM STAFF,,,h4b,,
1614,2354_17,Outpatient,FACILITY,,,h6g,,
1615,2354_17,Outpatient,Additional Items,,,h7as,,
1616,2354_17,Outpatient,Additional Items,,,h7ls,,
1617,2354_17,Outpatient,Additional Items,,,h7lh,,
1618,2422_17,Outpatient,,Scheduling/Registration,,,,
1619,2422_17,Outpatient,,Care From Staff,,,,
1620,2422_17,Outpatient,,Wait Time,,,,
1621,2422_17,Outpatient,,Facility,,,,
1622,2422_17,Outpatient,,Rehab,,,,
1623,2422_17,Outpatient,,Same Day Surgery,,,,
1624,2422_17,Outpatient,Scheduling,,,h1d,,
1625,2422_17,Outpatient,Patient Care Staff,,,h4d,,
1626,2422_17,Outpatient,Patient Care Staff,,,h4ww,,
1627,2422_17,Outpatient,Patient Care Staff,,,h4aa,,
1628,2422_17,Outpatient,Patient Care Staff,,,h5c,,
1629,2422_17,Outpatient,Patient Care Staff,,,h2,,
1630,2422_17,Outpatient,Doctors,,,h3,,
1631,2531_17,Outpatient,,Wait Time,,,,
1632,2531_17,Outpatient,,Facility,,,,
1633,2531_17,Outpatient,,Rehab,,,,
1634,2531_17,Outpatient,,Overall Rating of Hospital,,,,
1635,2531_17,Outpatient,SAME DAY SURGERY,,h4aa,,,
1636,2531_17,Outpatient,SAME DAY SURGERY,,h7x,,,
1637,2531_17,Outpatient,NPS,,,h17et,,
1638,2619_17,Outpatient,,Rehab,,,,
1639,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,,
1640,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,,
1641,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,,
1642,2570_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,,
1643,2570_17,Outpatient,CARE FROM STAFF,,,h4nn,,
1644,2570_17,Outpatient,CARE FROM STAFF,,,h2a,,
1645,2570_17,Outpatient,CARE FROM STAFF,,,h4b,,
1646,2570_17,Outpatient,FACILITY,,,h6g,,
1647,2570_17,Outpatient,Additional Items,,,h7lh,,
1648,2570_17,Outpatient,Additional Items,,,h7ls,,
1649,2678_17,Outpatient,,Same Day Surgery,,,,
1650,2876_17,Outpatient,,Rehab,,,,
1651,2876_17,Outpatient,,Same Day Surgery,,,,
1652,2789_17,Outpatient,CARE FROM STAFF,,,h4am,,
1653,2789_17,Outpatient,SAME DAY SURGERY,,h4am,,,
1654,2796_17,Outpatient,,Same Day Surgery,,,,
1655,2474_17,Outpatient,,Scheduling/Registration,,,,
1656,2474_17,Outpatient,,Care From Staff,,,,
1657,2474_17,Outpatient,,Wait Time,,,,
1658,2474_17,Outpatient,,Facility,,,,
1659,2474_17,Outpatient,,Rehab,,,,
1660,2474_17,Outpatient,,Same Day Surgery,,,,
1661,2474_17,Outpatient,Scheduling,,,h1d,,
1662,2474_17,Outpatient,Patient Care Staff,,,h4d,,
1663,2474_17,Outpatient,Patient Care Staff,,,h4am,,
1664,2474_17,Outpatient,Patient Care Staff,,,h4af,,
1665,2474_17,Outpatient,Patient Care Staff,,,h4ww,,
1666,2474_17,Outpatient,Patient Care Staff,,,h4aa,,
1667,2474_17,Outpatient,Patient Care Staff,,,h5c,,
1668,2474_17,Outpatient,Patient Care Staff,,,h2,,
1669,2474_17,Outpatient,Doctors,,,h3,,
1670,1521_17,Outpatient,,Scheduling/Registration,,,,
1671,1521_17,Outpatient,,Care From Staff,,,,
1672,1521_17,Outpatient,,Wait Time,,,,
1673,1521_17,Outpatient,,Facility,,,,
1674,1521_17,Outpatient,,Rehab,,,,
1675,1521_17,Outpatient,,Same Day Surgery,,,,
1676,1521_17,Outpatient,Scheduling,,,h1d,,
1677,1521_17,Outpatient,Patient Care Staff,,,h4aa,,
1678,1521_17,Outpatient,Patient Care Staff,,,h4ww,,
1679,1521_17,Outpatient,Patient Care Staff,,,h4d,,
1680,1521_17,Outpatient,Patient Care Staff,,,h5c,,
1681,1521_17,Outpatient,Patient Care Staff,,,h2,,
1682,1521_17,Outpatient,Patient Care Staff,,,h4af,,
1683,1521_17,Outpatient,Patient Care Staff,,,h4am,,
1684,1521_17,Outpatient,Doctors,,,h3,,
1685,2436_17,Outpatient,NPS,,,h17et,,
1686,2884_17,Outpatient,,Rehab,,,,
1687,2884_17,Outpatient,,Same Day Surgery,,,,
1688,2309_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1689,2309_77,Outpatient Behavioral,"Getting Timely Appointments, Care, and Information",,,h1da,,
1690,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4an,,,Single client - Add to White List
1691,2309_77,Outpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
1692,2309_77,Outpatient Behavioral,Counseling and Treatment,,,h9c,,
1693,2617_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1694,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
1695,2617_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
1696,2617_77,Outpatient Behavioral,Would Recommend,,,h17,,
1697,2857_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1698,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
1699,2857_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
1700,2857_77,Outpatient Behavioral,Would Recommend,,,h17,,
1701,2493_77,Outpatient Behavioral,,Counseling and Treatment,,,,
1702,2493_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1703,2493_77,Outpatient Behavioral,SERVICES,,,y4bn,,
1704,2493_77,Outpatient Behavioral,SERVICES,,,h2o,,
1705,2493_77,Outpatient Behavioral,SERVICES,,,h2j,,
1706,2493_77,Outpatient Behavioral,SERVICES,,,h2cr,,
1707,2493_77,Outpatient Behavioral,SERVICES,,,h2at,,
1708,2493_77,Outpatient Behavioral,SERVICES,,,h6db,,
1709,2493_77,Outpatient Behavioral,SERVICES,,,h11c,,
1710,2493_77,Outpatient Behavioral,SERVICES,,,sc4an,,
1711,2493_77,Outpatient Behavioral,SERVICES,,,y4an,,
1712,2493_77,Outpatient Behavioral,SERVICES,,,h2zt,,
1713,2493_77,Outpatient Behavioral,SERVICES,,,y4nc,,
1714,2493_77,Outpatient Behavioral,SERVICES,,,y11a,,
1715,2493_77,Outpatient Behavioral,SERVICES,,,y11b,,
1716,2493_77,Outpatient Behavioral,SERVICES,,,y11c,,
1717,2493_77,Outpatient Behavioral,SERVICES,,,y11d,,
1718,2493_77,Outpatient Behavioral,SERVICES,,,y11m,,
1719,2493_77,Outpatient Behavioral,SERVICES,,,sc11r,,
1720,2493_77,Outpatient Behavioral,SERVICES,,,y11r,,
1721,2493_77,Outpatient Behavioral,Would Recommend,,,h17,,
1722,2469_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1723,2469_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
1724,2469_77,Outpatient Behavioral,SERVICES,,,sc4an,,
1725,2469_77,Outpatient Behavioral,Would Recommend,,,h17,,
1726,2496_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1727,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc4an,,
1728,2496_77,Outpatient Behavioral,Counseling and Treatment,,,sc11r,,
1729,2496_77,Outpatient Behavioral,Would Recommend,,,h17,,
1730,1494_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1731,1494_77,Outpatient Behavioral,Would Recommend,,,h17,,
1732,2494_77,Outpatient Behavioral,,Counseling and Treatment,,,,
1733,2494_77,Outpatient Behavioral,,Willingness to Recommend,,,,
1734,2494_77,Outpatient Behavioral,SERVICES,,,y4bn,,
1735,2494_77,Outpatient Behavioral,SERVICES,,,h2o,,
1736,2494_77,Outpatient Behavioral,SERVICES,,,h2j,,
1737,2494_77,Outpatient Behavioral,SERVICES,,,h2cr,,
1738,2494_77,Outpatient Behavioral,SERVICES,,,h2at,,
1739,2494_77,Outpatient Behavioral,SERVICES,,,h6db,,
1740,2494_77,Outpatient Behavioral,SERVICES,,,h11c,,
1741,2494_77,Outpatient Behavioral,SERVICES,,,sc4an,,
1742,2494_77,Outpatient Behavioral,SERVICES,,,y4an,,
