,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES
1592,2765_79,OP-Surgery,Survey Items,,,y7hb1,
1593,2765_79,OP-Surgery,Survey Items,,,y7hb,
1594,2765_79,OP-Surgery,Survey Items,,,y8ag,
1595,2765_79,OP-Surgery,Survey Items,,,y4ao,
1596,2765_79,OP-Surgery,Survey Items,,,y8aw,
1597,2765_79,OP-Surgery,Survey Items,,,y8ax,
1598,2765_79,OP-Surgery,Survey Items,,,y8av1,
1599,2765_79,OP-Surgery,Survey Items,,,y8aw1,
1600,2765_79,OP-Surgery,Survey Items,,,y8ax1,
1601,2542_79,Outpatient,,Rehab,,,
1602,2542_79,Outpatient,,Same Day Surgery,,,
1603,2542_79,Outpatient,CARE FROM STAFF,,h5c,,
1604,2542_79,Outpatient,CARE FROM STAFF,,,h4am,
1605,2542_79,Outpatient,CARE FROM STAFF,,,h4af,
1606,2542_79,Outpatient,CARE FROM STAFF,,,h4aa,
1607,2542_79,Outpatient,Care From Doctors,,,h3,
1608,2542_79,Outpatient,WAIT TIME,,,h5c,
1609,2542_79,Outpatient,DISCHARGE/OUTCOME,,,h7x,
1610,2542_79,Outpatient,DISCHARGE/OUTCOME,,,h8a,
1611,2533_79,Outpatient,,Scheduling/Registration,,,
1612,2533_79,Outpatient,,Care From Staff,,,
1613,2533_79,Outpatient,,Wait Time,,,
1614,2533_79,Outpatient,,Facility,,,
1615,2533_79,Outpatient,,Rehab,,,
1616,2533_79,Outpatient,,Same Day Surgery,,,
1617,2533_79,Outpatient,,Overall Rating of Hospital,,,
1618,2533_79,Outpatient,,Willingness to Recommend the Hospital,,,
1619,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2c,
1620,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2o,
1621,2533_79,Outpatient,YOUR CARE FROM NURSES,,,h2j,
1622,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3o,
1623,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3j,
1624,2533_79,Outpatient,YOUR CARE FROM DOCTORS,,,h3c,
1625,2533_79,Outpatient,YOUR EXPERIENCE IN THIS CENTER,,,h4ae,
1626,2533_79,Outpatient,OVERALL RATING OF CENTER,,,h30,
1627,2533_79,Outpatient,OVERALL RATING OF CENTER,,,h17,
1628,2760_79,Outpatient,,Rehab,,,
1629,2760_79,Outpatient,,Same Day Surgery,,,
1630,2760_79,Outpatient,CARE FROM STAFF,,h5c,,
1631,2760_79,Outpatient,CARE FROM STAFF,,,h4am,
1632,2760_79,Outpatient,CARE FROM STAFF,,,h4af,
1633,2760_79,Outpatient,CARE FROM STAFF,,,h4aa,
1634,2760_79,Outpatient,Care From Doctors,,,h3,
1635,2760_79,Outpatient,WAIT TIME,,,h5c,
1636,2760_79,Outpatient,DISCHARGE/OUTCOME,,,h7x,
1637,2760_79,Outpatient,DISCHARGE/OUTCOME,,,h8a,
1638,2880_79,Totally Custom,Communications About Your Procedure,,,h4j,
1639,2880_79,Totally Custom,Communications About Your Procedure,,,h7hb1,
1640,2880_79,Totally Custom,Communications About Your Procedure,,,y7hb3,
1641,2880_79,Totally Custom,Communications About Your Procedure,,,h4as2,
1642,2880_79,Totally Custom,Communications About Your Procedure,,,h4as3,
1643,2880_79,Totally Custom,Care Of Patients,,,h1ht,
1644,2880_79,Totally Custom,Care Of Patients,,,h6aa2,
1645,2880_79,Totally Custom,Care Of Patients,,,h9ha,
1646,2880_79,Totally Custom,Care Of Patients,,,h9ca,
1647,2880_79,Totally Custom,Care Of Patients,,,h4c,
1648,2880_79,Totally Custom,Care Of Patients,,,h4m1,
1649,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,h4td2,
1650,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ag,
1651,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ao3,
1652,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av3,
1653,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw3,
1654,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax3,
1655,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8av1,
1656,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8aw1,
1657,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y8ax1,
1658,2880_79,Totally Custom,Preparations for Discharge and Recovery,,,y4ap,
1659,2880_79,Totally Custom,Overall Rating of Facility,,,h30,
1660,2880_79,Totally Custom,Willingness to Recommend the Facility,,,h17,
1661,2710_79,OP-Surgery,Survey Items,,,y4ap,
1662,2710_79,OP-Surgery,Survey Items,,,y8av,
1663,2710_79,OP-Surgery,Survey Items,,,h6aa2,
1664,2710_79,OP-Surgery,Survey Items,,,h9ha,
1665,2710_79,OP-Surgery,Survey Items,,,h9ca,
1666,2710_79,OP-Surgery,Survey Items,,,h4c,
1667,2710_79,OP-Surgery,Survey Items,,,h4m1,
1668,2710_79,OP-Surgery,Survey Items,,,h4j,
1669,2710_79,OP-Surgery,Survey Items,,,h4td2,
1670,2710_79,OP-Surgery,Survey Items,,,y7hb1,
1671,2710_79,OP-Surgery,Survey Items,,,y7hb,
1672,2710_79,OP-Surgery,Survey Items,,,y8ag,
1673,2710_79,OP-Surgery,Survey Items,,,y4ao,
1674,2710_79,OP-Surgery,Survey Items,,,y8aw,
1675,2710_79,OP-Surgery,Survey Items,,,y8ax,
1676,2710_79,OP-Surgery,Survey Items,,,y8av1,
1677,2710_79,OP-Surgery,Survey Items,,,y8aw1,
1678,2710_79,OP-Surgery,Survey Items,,,y8ax1,
1679,2710_79,OP-Surgery,Survey Items,,,h4as2,
1680,2710_79,OP-Surgery,Survey Items,,,h4as3,
1681,2710_79,OP-Surgery,Survey Items,,,h1ht,
1682,2710_79,OP-Surgery,Survey Items,,,h30,
1683,2710_79,OP-Surgery,Survey Items,,,h17,
1684,2747_79,Outpatient,,Rehab,,,
1685,2747_79,Outpatient,,Same Day Surgery,,,
1686,2747_79,Outpatient,CARE FROM STAFF,,h5c,,
1687,2747_79,Outpatient,CARE FROM STAFF,,,h4am,
1688,2747_79,Outpatient,CARE FROM STAFF,,,h4af,
1689,2747_79,Outpatient,CARE FROM STAFF,,,h4aa,
1690,2747_79,Outpatient,Care From Doctors,,,h3,
1691,2747_79,Outpatient,WAIT TIME,,,h5c,
1692,2747_79,Outpatient,DISCHARGE/OUTCOME,,,h7x,
1693,2747_79,Outpatient,DISCHARGE/OUTCOME,,,h8a,
1694,2179_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1695,2179_37,PCMH-Adult,,Access To Care (PCMH),,,
1696,2179_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1697,2179_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1698,2179_37,PCMH-Adult,,Access To Care (PCMH),,,
1699,2179_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1700,2179_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1701,2179_37,PCMH-Adult,,Access To Care (PCMH),,,
1702,2179_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1703,2179_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1704,2179_37,PCMH-Adult,,Access To Care (PCMH),,,
1705,2179_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1706,2172_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1707,2172_37,PCMH-Adult,,Access To Care (PCMH),,,
1708,2172_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1709,2172_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1710,2172_37,PCMH-Adult,,Access To Care (PCMH),,,
1711,2172_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1712,2172_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1713,2172_37,PCMH-Adult,,Access To Care (PCMH),,,
1714,2172_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1715,2172_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1716,2172_37,PCMH-Adult,,Access To Care (PCMH),,,
1717,2172_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1718,2172_37,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,
1719,2172_37,PCMH-Adult,,Access To Care (PCMH),,,
1720,2172_37,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1721,2306_37,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,y4am1,
1722,2306_37,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,
1723,2306_37,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,
1724,2664_37,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,
1725,2664_37,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,
1726,2664_37,CG-CAHPS 12 Month,,Follow-up on Test Results,,,
1727,2664_37,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,
1728,2664_37,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,
1729,2664_37,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,
1730,2664_37,CG-CAHPS 12 Month,,Follow-up on Test Results,,,
1731,2664_37,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,
1732,2664_37,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,
1733,2664_37,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,
1734,2664_37,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,
1735,2664_37,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,
1736,2664_37,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,
1737,2664_37,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,
1738,2664_37,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,
1739,2664_37,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,
1740,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,
1741,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,
1742,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,
1743,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,
1744,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,
1745,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,
1746,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,
1747,2664_37,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,
1748,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,
1749,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,
1750,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,
1751,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,
1752,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,
1753,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,
1754,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,
1755,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,
1756,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,
1757,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,
1758,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,
1759,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,
1760,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,
1761,2664_37,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,
1762,2664_37,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,
1763,2664_37,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,
1764,2664_37,CG-CAHPS 12 Month,Office Staff,,,h9c,
1765,2664_37,CG-CAHPS 12 Month,Office Staff,,,h9h,
1766,2664_37,CG-CAHPS 12 Month,Office Staff,,,h9c,
1767,2664_37,CG-CAHPS 12 Month,Office Staff,,,h9h,
1768,2664_37,CG-CAHPS 12 Month,Additional Items,,,h14,
1769,2664_37,CG-CAHPS 12 Month,Additional Items,,,h17,
1770,2664_37,CG-CAHPS 12 Month,Additional Items,,,h6dw,
1771,2664_37,CG-CAHPS 12 Month,Additional Items,,,h2f,
1772,2664_37,CG-CAHPS 12 Month,Additional Items,,,h4d,
1773,2664_37,CG-CAHPS 12 Month,Additional Items,,,h3at,
1774,2664_37,CG-CAHPS 12 Month,Additional Items,,,h14,
1775,2664_37,CG-CAHPS 12 Month,Additional Items,,,h17,
1776,2664_37,CG-CAHPS 12 Month,Additional Items,,,h6dw,
1777,2664_37,CG-CAHPS 12 Month,Additional Items,,,h2f,
1778,2664_37,CG-CAHPS 12 Month,Additional Items,,,h4d,
1779,2664_37,CG-CAHPS 12 Month,Additional Items,,,h3at,
1780,2664_37,CG-CAHPS 12 Month,Additional Item,,,h2bb,
1781,2664_37,CG-CAHPS 12 Month,Additional Item,,,h2bb,
1782,2828_214,PQRS,,Patients' Rating of the Provider,,,
1783,2828_214,PQRS,,Access to Specialists,,,
1784,2828_214,PQRS,,Health Promotion and Education,,,
1785,2828_214,PQRS,,"Helpful, Courteous, and Respectful Office Staff",,,
1786,2828_214,PQRS,,Stewardship of Patient Resources,,,
1787,2828_214,PQRS,Care Coordination,,h64am,,
1788,2680_211,Walk-in Clinic,Scheduling,,,h1d1,
1789,2680_211,Walk-in Clinic,Sign-In,,,h1b1,
1790,2680_211,Walk-in Clinic,General Experience,,,h1et,
1791,2680_211,Walk-in Clinic,General Experience,,,h6aa1,
1792,2680_211,Walk-in Clinic,General Experience,,,h10jd,
1793,2680_211,Walk-in Clinic,General Experience,,,h5cd,
1794,2680_211,Walk-in Clinic,General Experience,,,h6eg,
1795,2680_211,Walk-in Clinic,General Experience,,,h5bd,
1796,2680_211,Walk-in Clinic,Providers,,,h3od,
1797,2680_211,Walk-in Clinic,Providers,,,h3csd,
1798,2680_211,Walk-in Clinic,Providers,,,h4af2,
1799,2680_211,Walk-in Clinic,Providers,,,h3jd,
1800,2680_211,Walk-in Clinic,Providers,,,h3aaa,
1801,2680_211,Walk-in Clinic,Providers,,,h3,
1802,2680_211,Walk-in Clinic,Recommendations on Tests / Treatments,,,h33a,
1803,2680_211,Walk-in Clinic,Instructions,,,h8aa2,
1804,2680_211,Walk-in Clinic,Instructions,,,h8aa3,
1805,2680_211,Walk-in Clinic,Instructions,,,h4am3,
1806,2680_211,Walk-in Clinic,Likelihood To Recommend,,,h17,
1807,2680_211,Walk-in Clinic,Overall Rating,,,h30,
1808,2706_211,Walk-in Clinic,Scheduling,,,h1d1,
1809,2706_211,Walk-in Clinic,Sign-In,,,h1b1,
1810,2706_211,Walk-in Clinic,General Experience,,,h1et,
1811,2706_211,Walk-in Clinic,General Experience,,,h5bd,
1812,2706_211,Walk-in Clinic,General Experience,,,h6aa1,
1813,2706_211,Walk-in Clinic,General Experience,,,h10jd,
1814,2706_211,Walk-in Clinic,General Experience,,,h5cd,
1815,2706_211,Walk-in Clinic,General Experience,,,h6eg,
1816,2706_211,Walk-in Clinic,Providers,,,h3od,
1817,2706_211,Walk-in Clinic,Providers,,,h3csd,
1818,2706_211,Walk-in Clinic,Providers,,,h4af2,
1819,2706_211,Walk-in Clinic,Providers,,,h3jd,
1820,2706_211,Walk-in Clinic,Providers,,,h3aaa,
1821,2706_211,Walk-in Clinic,Providers,,,h3,
1822,2706_211,Walk-in Clinic,Recommendations on Tests / Treatments,,,h33a,
1823,2706_211,Walk-in Clinic,Instructions,,,h8aa2,
1824,2706_211,Walk-in Clinic,Instructions,,,h8aa3,
1825,2706_211,Walk-in Clinic,Instructions,,,h4am3,
1826,2706_211,Walk-in Clinic,Likelihood To Recommend,,,h17,
1827,2706_211,Walk-in Clinic,Overall Rating,,,h30,
1828,2743_211,Walk-in Clinic,Scheduling,,,h1d1,
1829,2743_211,Walk-in Clinic,General Experience,,,h6eg,
1830,2743_211,Walk-in Clinic,General Experience,,,h6aa1,
1831,2743_211,Walk-in Clinic,General Experience,,,h5bd,
1832,2743_211,Walk-in Clinic,General Experience,,,h5cd,
1833,2743_211,Walk-in Clinic,General Experience,,,h1et,
1834,2743_211,Walk-in Clinic,General Experience,,,h10jd,
1835,2743_211,Walk-in Clinic,Providers,,,h3csd,
1836,2743_211,Walk-in Clinic,Providers,,,h3od,
1837,2743_211,Walk-in Clinic,Providers,,,h3jd,
1838,2743_211,Walk-in Clinic,Providers,,,h3,
1839,2743_211,Walk-in Clinic,Providers,,,h4af2,
1840,2743_211,Walk-in Clinic,Providers,,,h3aaa,
1841,2743_211,Walk-in Clinic,Instructions,,,h8aa2,
1842,2743_211,Walk-in Clinic,Instructions,,,h8aa3,
1843,2743_211,Walk-in Clinic,Instructions,,,h4am3,
1844,2743_211,Walk-in Clinic,Overall Rating,,,h30,
1845,2743_211,Walk-in Clinic,Likelihood To Recommend,,,h17,
1846,2784_217,HCAHPS,,Cleanliness of the Hospital Environment,,,
1847,2784_217,HCAHPS,,Quietness of the Hospital Environment,,,
1848,2784_217,HCAHPS,,Overall Rating of Hospital,,,
1849,2784_217,HCAHPS,,Transition of Care,,,
1850,2784_217,HCAHPS,Communication with Doctors,,h3o,,
1851,2784_217,HCAHPS,Communication Doctors,,,h3o,
1852,2784_217,HCAHPS,Cleanliness of Hospital Environment,,,h6a,
1853,2784_217,HCAHPS,Quietness of Hospital Environment,,,h6o,
1854,2784_217,HCAHPS,Overall Hospital Rating of Hospital,,,h30,
1855,2784_217,HCAHPS,Care Transition,,,h8pf,
1856,2784_217,HCAHPS,Care Transition,,,h8pr,
1857,2784_217,HCAHPS,Care Transition,,,h8pm,
1858,2221_60,ED,Registration,,,h1ba,
1859,2221_60,ED,Registration,,,h6at,
1860,2221_60,ED,Registration,,,h1ef,
1861,2221_60,ED,Registration,,,h1ba,
1862,2221_60,ED,Registration,,,h6at,
1863,2221_60,ED,Registration,,,h1ef,
1864,2221_60,ED,Patient Care Staff,,,h2j,
1865,2221_60,ED,Patient Care Staff,,,h2j,
1866,2221_60,ED,Quality And Patient Safety,,,h6dw,
1867,2221_60,ED,Quality And Patient Safety,,,h6da,
1868,2221_60,ED,Quality And Patient Safety,,,h6dw,
1869,2221_60,ED,Quality And Patient Safety,,,h6da,
1870,2449_60,Totally Custom,Survey Items,,,he1c,
1871,2449_60,Totally Custom,Survey Items,,,ye5d2,
1872,2449_60,Totally Custom,Survey Items,,,heam1,
1873,2449_60,Totally Custom,Survey Items,,,he4af,
1874,2449_60,Totally Custom,Survey Items,,,he11t,
1875,2449_60,Totally Custom,Survey Items,,,he3z,
1876,2449_60,Totally Custom,Survey Items,,,he2at,
1877,2449_60,Totally Custom,Survey Items,,,he3at,
1878,2449_60,Totally Custom,Survey Items,,,h30,
1879,2449_60,Totally Custom,Survey Items,,,h17,
1880,2449_60,Totally Custom,During Your Emergency Room Visit,,,he5d1,
1881,2449_60,Totally Custom,During Your Emergency Room Visit,,,he71a,
1882,2449_60,Totally Custom,During Your Emergency Room Visit,,,se4am,
1883,2449_60,Totally Custom,During Your Emergency Room Visit,,,he4an,
1884,2449_60,Totally Custom,During Your Emergency Room Visit,,,he12,
1885,2449_60,Totally Custom,During Your Emergency Room Visit,,,ye7ef,
1886,2449_60,Totally Custom,Suvey Items,,,h4f,
1887,2449_60,Totally Custom,Suvey Items,,,ye8pc,
1888,2449_60,Totally Custom,People Who Took Care Of You,,,h2c,
1889,2449_60,Totally Custom,People Who Took Care Of You,,,h2o,
1890,2449_60,Totally Custom,People Who Took Care Of You,,,h2j,
1891,2449_60,Totally Custom,People Who Took Care Of You,,,h3c,
1892,2449_60,Totally Custom,People Who Took Care Of You,,,h3j,
1893,2449_60,Totally Custom,Leaving The Emergency Room,,,ye8ps,
1894,2449_60,Totally Custom,Leaving The Emergency Room,,,heam2,
1895,2449_60,Totally Custom,Leaving The Emergency Room,,,ye8a1,
1896,1823_59,Outpatient,,Same Day Surgery,,,
1897,1823_59,Outpatient,,Same Day Surgery,,,
1898,1823_59,Outpatient,SURGERY/PROCEDURE,,,h6da,
1899,1823_59,Outpatient,SURGERY/PROCEDURE,,,h7x,
1900,1823_59,Outpatient,SURGERY/PROCEDURE,,,h3,
1901,1823_59,Outpatient,SURGERY/PROCEDURE,,,h8a,
1902,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4aa,
1903,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4am,
1904,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4af,
1905,1823_59,Outpatient,SURGERY/PROCEDURE,,,h6da,
1906,1823_59,Outpatient,SURGERY/PROCEDURE,,,h7x,
1907,1823_59,Outpatient,SURGERY/PROCEDURE,,,h3,
1908,1823_59,Outpatient,SURGERY/PROCEDURE,,,h8a,
1909,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4aa,
1910,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4am,
1911,1823_59,Outpatient,SURGERY/PROCEDURE,,,h4af,
