,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
380,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
381,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
382,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
383,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
384,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
385,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
386,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
387,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
388,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
389,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
390,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
391,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
392,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
393,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
394,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
395,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
396,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
397,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
398,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
399,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
400,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
401,2186_210,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
402,2186_210,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
403,2186_210,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
404,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
405,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
406,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
407,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
408,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
409,2186_210,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
410,2352_178,PCMH-Child,,Access To Care (PCMH),,,,
411,2352_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
412,2352_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
413,2352_178,PCMH-Child,Access to Care,,,,H9DD,Single client - Add to White List
414,2352_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,Single client - Add to White List
415,2352_178,PCMH-Child,Communication - Child Only,,,y3n,,
416,2352_178,PCMH-Child,Communication - Child Only,,,h3jc,,
417,2352_178,PCMH-Child,Communication - Child Only,,,h3oc,,
418,2352_178,PCMH-Child,Communication - Child Only,,,y3nf,,
419,2352_178,PCMH-Child,Access to Care,,,h9dd,,
420,2352_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
421,2352_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
422,2352_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
423,2352_178,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
424,2352_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
425,2352_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
426,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
427,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
428,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
429,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
430,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
431,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
432,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
433,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
434,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
435,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
436,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
437,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
438,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
439,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
440,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
441,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
442,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
443,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
444,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
445,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
446,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
447,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
448,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
449,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
450,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
451,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
452,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
453,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
454,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
455,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
456,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
457,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
458,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
459,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
460,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
461,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
462,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
463,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
464,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
465,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
466,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
467,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
468,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
469,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
470,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
471,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
472,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
473,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
474,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
475,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
476,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
477,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
478,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
479,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
480,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
481,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
482,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
483,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
484,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
485,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
486,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
487,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
488,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
489,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
490,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
491,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
492,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
493,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
494,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
495,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
496,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
497,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
498,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
499,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
500,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
501,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
502,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
503,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
504,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
505,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
506,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
507,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
508,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
509,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
510,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
511,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
512,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
513,2186_178,PCMH-Child,Follow-Up On Test Results,,,h4fc,,Extract issue - OK
514,2186_178,PCMH-Child,Follow-Up On Test Results,,,h4fc,,Extract issue - OK
515,2186_178,PCMH-Child,Follow-Up On Test Results,,,h4fc,,Extract issue - OK
516,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,Extract issue - OK
517,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,Extract issue - OK
518,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,Extract issue - OK
519,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,Extract issue - OK
520,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,Extract issue - OK
521,2186_178,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,Extract issue - OK
522,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
523,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
524,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
525,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
526,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
527,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
528,2165_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
529,2165_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
530,2165_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
531,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
532,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
533,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
534,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
535,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
536,2165_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
537,2273_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
538,2273_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
539,2273_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
540,2273_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
541,2273_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
542,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
543,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
544,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
545,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
546,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
547,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
548,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
549,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
550,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
551,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
552,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
553,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
554,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
555,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
556,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
557,2172_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
558,2172_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
559,2172_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
560,2172_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
561,2172_139,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
562,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
563,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
564,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
565,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
566,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
567,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
568,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
569,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
570,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
571,2172_139,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
572,2525_136,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
573,2525_136,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
574,2525_136,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
575,2064_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
576,2064_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
577,2064_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
578,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
579,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
580,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
581,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
582,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
583,2064_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
584,2664_154,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,,
585,2664_154,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,,
586,2664_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
587,2664_154,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
588,2664_154,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,,
589,2664_154,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,,
590,2664_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
591,2664_154,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
592,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,,
593,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,,
594,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,,
595,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,,
596,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,,
597,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,,
598,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,,
599,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,,
600,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
601,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
602,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
603,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
604,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
605,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
606,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
607,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
608,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,,
609,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,,
610,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,,
611,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,,
612,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,,
613,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,,
614,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,,
615,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,,
616,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,,
617,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,,
618,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,,
619,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,,
620,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,,
621,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,,
622,2664_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
623,2664_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
624,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9h,,
625,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9c,,
626,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9h,,
627,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9c,,
628,2664_154,CG-CAHPS 12 Month,Additional Items,,,h14,,
629,2664_154,CG-CAHPS 12 Month,Additional Items,,,h4d,,
630,2664_154,CG-CAHPS 12 Month,Additional Items,,,h2f,,
631,2664_154,CG-CAHPS 12 Month,Additional Items,,,h6dw,,
632,2664_154,CG-CAHPS 12 Month,Additional Items,,,h17,,
633,2664_154,CG-CAHPS 12 Month,Additional Items,,,h3at,,
634,2664_154,CG-CAHPS 12 Month,Additional Items,,,h14,,
635,2664_154,CG-CAHPS 12 Month,Additional Items,,,h4d,,
636,2664_154,CG-CAHPS 12 Month,Additional Items,,,h2f,,
637,2664_154,CG-CAHPS 12 Month,Additional Items,,,h6dw,,
638,2664_154,CG-CAHPS 12 Month,Additional Items,,,h17,,
639,2664_154,CG-CAHPS 12 Month,Additional Items,,,h3at,,
640,2664_154,CG-CAHPS 12 Month,Additional Item,,,h2bb,,
641,2664_154,CG-CAHPS 12 Month,Additional Item,,,h2bb,,
642,2032_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
643,2032_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
644,2032_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
645,2016_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
646,2016_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
647,2016_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
648,2016_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
649,2016_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
